Product_ID,Item_Weight,Item_Type,Item_MRP,Packaging_Type,Packaging_Weight_kg,Supplier_Location,Warehouse_Location,Distance_km,Transport_Mode,Production_Emission_Factor,Packaging_Emission_Factor,Delivery_Emission_Factor,Product_Emissions,Packaging_Emissions,Delivery_Emissions,Total_Emissions
FDH48,13.5,Baking Goods,84.554,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,27,0.054,6,33.054
FDX11,16,Baking Goods,183.6634,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,32,0.054,6,38.054
FDK33,17.85,Snack Foods,211.956,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,44.625,0.054,6,50.679
FDV36,18.7,Baking Goods,127.102,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,37.4,0.054,6,43.454
NCW41,18,Health and Hygiene,159.3604,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,54,0.081,18,72.081
FDU32,,Fruits and Vegetables,120.8414,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDE36,5.26,Baking Goods,162.7868,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,10.52,0.054,6,16.574
FDO27,6.175,Meat,94.9752,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,166.725,0.108,12,178.833
FDW27,5.86,Meat,156.6314,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,158.22,0.108,12,170.328
FDJ48,,Baking Goods,246.9118,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDR11,10.5,Breads,161.1578,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,12.6,0.054,9.6,22.254
FDV07,9.5,Fruits and Vegetables,110.3228,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,6.65,0.027,30,36.677
FDO50,,Canned,93.0804,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDN04,11.8,Frozen Foods,178.2344,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,35.4,0.081,52.5,87.981
FDZ08,12.5,Fruits and Vegetables,81.8592,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.75,0.027,30,38.777
FDD05,19.35,Frozen Foods,119.3098,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,58.05,0.081,52.5,110.631
FDV60,20.2,Baking Goods,195.011,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,40.4,0.054,6,46.454
NCG30,20.2,Household,123.5046,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,80.8,0.135,18,98.935
FDX37,,Canned,100.57,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDW24,6.8,Baking Goods,49.6034,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,13.6,0.054,6,19.654
DRM48,,Soft Drinks,39.1848,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDF46,,Snack Foods,116.7834,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
NCY54,8.43,Household,170.5422,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,33.72,0.135,18,51.855
FDS35,9.3,Breads,64.6826,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,11.16,0.054,9.6,20.814
FDB04,11.35,Dairy,88.3856,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,31.78,0.081,45,76.861
NCK05,20.1,Health and Hygiene,59.3536,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,60.3,0.081,18,78.381
FDT46,11.35,Snack Foods,49.0008,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,28.375,0.054,6,34.429
FDP52,,Frozen Foods,228.601,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
NCR17,9.8,Health and Hygiene,117.5492,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,29.4,0.081,18,47.481
NCN54,20.35,Household,76.3328,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,81.4,0.135,18,99.535
FDX12,18.2,Baking Goods,241.2196,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,36.4,0.054,6,42.454
DRL23,18.35,Hard Drinks,105.2938,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,36.7,0.17,24,60.87
DRN47,12.1,Hard Drinks,179.866,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,24.2,0.17,24,48.37
FDM25,10.695,Breakfast,174.0712,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,19.251,0.054,6,25.305
FDF52,,Frozen Foods,184.2292,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDU21,11.8,Snack Foods,33.1558,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,29.5,0.054,6,35.554
FDI15,13.8,Dairy,263.5884,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,38.64,0.081,45,83.721
FDJ09,15,Snack Foods,46.4744,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,37.5,0.054,6,43.554
FDW03,5.63,Meat,105.1306,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,152.01,0.108,12,164.118
FDA07,7.55,Fruits and Vegetables,124.3072,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.285,0.027,30,35.312
FDU39,18.85,Meat,57.3562,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,508.95,0.108,12,521.058
FDI60,7.22,Baking Goods,61.951,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,14.44,0.054,6,20.494
FDK33,17.85,Snack Foods,211.656,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,44.625,0.054,6,50.679
FDN01,8.895,Breakfast,177.437,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,16.011,0.054,6,22.065
FDV38,19.25,Dairy,54.6956,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,53.9,0.081,45,98.981
NCV06,11.3,Household,194.2478,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,45.2,0.135,18,63.335
FDQ34,10.85,Snack Foods,107.8622,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,27.125,0.054,6,33.179
DRK37,5,Soft Drinks,189.853,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,7.5,0.135,6,13.635
NCY53,20,Health and Hygiene,110.2544,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,60,0.081,18,78.081
FDD53,,Frozen Foods,43.7454,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDV49,10,Canned,264.6226,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,60,0.41,6,66.41
FDY36,,Baking Goods,74.338,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDH34,8.63,Snack Foods,185.7582,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,21.575,0.054,6,27.629
NCD07,9.1,Household,115.4518,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,36.4,0.135,18,54.535
FDB51,6.92,Dairy,62.5852,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,19.376,0.081,45,64.457
NCH42,6.86,Household,228.401,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,27.44,0.135,18,45.575
NCI31,20,Others,37.819,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,40,0.081,#VALUE!,#VALUE!
FDL56,14.1,Fruits and Vegetables,87.1198,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.87,0.027,30,39.897
FDG29,17.6,Frozen Foods,41.7454,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,52.8,0.081,52.5,105.381
FDJ45,17.75,Seafood,35.1216,Vacuum-Sealed Pack/Plastic Tray,0.04,Kerala,Bangalore,500,Train,13,2.7,0.04,230.75,0.108,20,250.858
FDJ38,8.6,Canned,191.653,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,51.6,0.41,6,58.01
NCO05,7.27,Health and Hygiene,100.4384,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,21.81,0.081,18,39.891
FDW24,6.8,Baking Goods,50.4034,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,13.6,0.054,6,19.654
FDN34,,Snack Foods,170.7132,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDH46,6.935,Snack Foods,103.1332,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,17.3375,0.054,6,23.3915
FDW39,6.69,Meat,175.137,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,180.63,0.108,12,192.738
DRK59,,Hard Drinks,233.9616,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,0,0.17,24,24.17
FDU25,12.35,Canned,57.4246,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,74.1,0.41,6,80.51
FDC44,15.6,Fruits and Vegetables,115.1518,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.92,0.027,30,40.947
FDG17,,Frozen Foods,246.2486,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDI45,13.1,Fruits and Vegetables,175.5054,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.17,0.027,30,39.197
FDK08,9.195,Fruits and Vegetables,100.1016,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,6.4365,0.027,30,36.4635
FDW36,11.15,Baking Goods,107.1622,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,22.3,0.054,6,28.354
FDL39,16.1,Dairy,180.9318,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,45.08,0.081,45,90.161
FDS13,6.465,Canned,266.1884,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,38.79,0.41,6,45.2
FDO57,20.75,Snack Foods,161.5578,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,51.875,0.054,6,57.929
FDS37,7.655,Canned,115.7492,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,45.93,0.41,6,52.34
FDV26,20.25,Dairy,193.5794,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,56.7,0.081,45,101.781
FDJ22,18.75,Snack Foods,189.7504,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,46.875,0.054,6,52.929
FDC16,11.5,Dairy,86.054,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,32.2,0.081,45,77.281
NCH42,,Household,231.601,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDD46,,Snack Foods,154.7998,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDT25,7.5,Canned,123.2072,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,45,0.41,6,51.41
FDR34,17,Snack Foods,229.1352,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,42.5,0.054,6,48.554
FDQ10,,Snack Foods,170.4422,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
DRI03,6.03,Dairy,177.9028,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,16.884,0.081,45,61.965
FDB58,,Snack Foods,143.7154,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDQ03,15,Meat,235.6248,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,405,0.108,12,417.108
DRD27,18.75,Dairy,97.4042,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,52.5,0.081,45,97.581
FDK33,17.85,Snack Foods,213.756,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,44.625,0.054,6,50.679
DRL23,18.35,Hard Drinks,107.5938,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,36.7,0.17,24,60.87
FDW32,18.35,Fruits and Vegetables,87.1882,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.845,0.027,30,42.872
NCL05,19.6,Health and Hygiene,44.677,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,58.8,0.081,18,76.881
DRB01,,Soft Drinks,190.053,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
NCL06,14.65,Household,260.9594,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,58.6,0.135,18,76.735
FDH10,21,Snack Foods,195.3478,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,52.5,0.054,6,58.554
NCO14,9.6,Household,45.2086,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,38.4,0.135,18,56.535
FDV03,17.6,Meat,154.4314,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,475.2,0.108,12,487.308
FDW52,14,Frozen Foods,166.4526,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,42,0.081,52.5,94.581
NCZ30,6.59,Household,119.1098,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,26.36,0.135,18,44.495
FDY35,17.6,Breads,47.8402,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,21.12,0.054,9.6,30.774
FDN31,11.5,Fruits and Vegetables,191.353,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.05,0.027,30,38.077
FDX31,20.35,Fruits and Vegetables,234.0958,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,14.245,0.027,30,44.272
NCJ05,18.7,Health and Hygiene,152.3682,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,56.1,0.081,18,74.181
FDN56,5.46,Fruits and Vegetables,143.8786,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,3.822,0.027,30,33.849
FDZ04,9.31,Frozen Foods,62.351,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,27.93,0.081,52.5,80.511
FDJ44,12.3,Fruits and Vegetables,174.9396,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.61,0.027,30,38.637
FDI08,18.2,Fruits and Vegetables,248.1092,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.74,0.027,30,42.767
FDB59,18.25,Snack Foods,200.0084,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,45.625,0.054,6,51.679
FDY15,18.25,Dairy,156.463,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,51.1,0.081,45,96.181
NCZ18,,Household,252.7698,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
DRO47,10.195,Hard Drinks,114.486,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,20.39,0.17,24,44.56
FDW21,5.34,Snack Foods,102.4358,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,13.35,0.054,6,19.404
FDZ14,,Dairy,123.1756,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
FDM09,11.15,Snack Foods,167.879,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,27.875,0.054,6,33.929
FDK43,9.8,Meat,126.302,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,264.6,0.108,12,276.708
FDE45,12.1,Fruits and Vegetables,178.5002,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.47,0.027,30,38.497
FDR35,,Breads,200.0742,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,0,0.054,9.6,9.654
FDT58,,Snack Foods,169.2816,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDS57,15.5,Snack Foods,141.547,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,38.75,0.054,6,44.804
FDF10,15.5,Snack Foods,147.2418,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,38.75,0.054,6,44.804
FDP03,5.15,Meat,122.1388,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,139.05,0.108,12,151.158
FDT04,17.25,Frozen Foods,37.5822,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,51.75,0.081,52.5,104.331
NCW53,18.35,Health and Hygiene,191.3162,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,55.05,0.081,18,73.131
FDA39,6.32,Meat,38.5822,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,170.64,0.108,12,182.748
NCH29,5.51,Health and Hygiene,96.7726,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,16.53,0.081,18,34.611
FDU02,13.35,Dairy,228.8352,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,37.38,0.081,45,82.461
FDN13,,Breakfast,98.5358,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,0,0.054,6,6.054
FDX56,,Fruits and Vegetables,206.8638,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDT11,,Breads,189.4556,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,0,0.054,9.6,9.654
NCC18,,Household,173.2422,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDA32,14,Fruits and Vegetables,214.7192,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.8,0.027,30,39.827
FDU39,18.85,Meat,58.5562,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,508.95,0.108,12,521.058
FDV27,,Meat,89.3514,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,0,0.108,12,12.108
NCW53,18.35,Health and Hygiene,190.6162,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,55.05,0.081,18,73.131
NCZ42,10.5,Household,237.0248,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,42,0.135,18,60.135
FDO46,9.6,Snack Foods,191.0872,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,24,0.054,6,30.054
FDQ57,,Snack Foods,147.476,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDZ36,6.035,Baking Goods,187.724,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,12.07,0.054,6,18.124
FDK38,6.65,Canned,150.0734,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,39.9,0.41,6,46.31
FDU51,,Meat,178.7028,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,0,0.108,12,12.108
FDS14,7.285,Dairy,156.9288,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,20.398,0.081,45,65.479
FDQ40,11.1,Frozen Foods,175.4712,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,33.3,0.081,52.5,85.881
FDE20,11.35,Fruits and Vegetables,167.879,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,7.945,0.027,30,37.972
FDH58,12.3,Snack Foods,113.1834,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,30.75,0.054,6,36.804
NCK53,11.6,Health and Hygiene,99.3042,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,34.8,0.081,18,52.881
FDJ44,12.3,Fruits and Vegetables,173.7396,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,8.61,0.027,30,38.637
FDN22,18.85,Snack Foods,252.4724,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,47.125,0.054,6,53.179
FDH56,9.8,Fruits and Vegetables,116.7492,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,6.86,0.027,30,36.887
FDK48,7.445,Baking Goods,74.7354,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,14.89,0.054,6,20.944
FDQ40,11.1,Frozen Foods,177.2712,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,33.3,0.081,52.5,85.881
FDH10,21,Snack Foods,194.4478,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,52.5,0.054,6,58.554
FDM21,20.2,Snack Foods,259.2646,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,50.5,0.054,6,56.554
FDX12,18.2,Baking Goods,239.2196,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,36.4,0.054,6,42.454
FDM51,11.8,Meat,102.4674,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,318.6,0.108,12,330.708
FDG09,20.6,Fruits and Vegetables,188.9556,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,14.42,0.027,30,44.447
DRD37,9.8,Soft Drinks,45.306,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,14.7,0.135,6,20.835
FDN21,18.6,Snack Foods,161.0236,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,46.5,0.054,6,52.554
NCQ06,13,Household,256.7014,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,52,0.135,18,70.135
FDV52,20.7,Frozen Foods,118.0466,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,62.1,0.081,52.5,114.681
FDC10,9.8,Snack Foods,120.8098,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,24.5,0.054,6,30.554
FDX51,9.5,Meat,195.4452,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,256.5,0.108,12,268.608
NCD54,21.1,Household,144.6786,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,84.4,0.135,18,102.535
NCK18,,Household,164.1184,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDZ01,8.975,Canned,104.099,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,53.85,0.41,6,60.26
FDT48,4.92,Baking Goods,199.1084,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,9.84,0.054,6,15.894
FDB40,17.5,Dairy,145.8102,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,49,0.081,45,94.081
NCC07,,Household,103.3964,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDT52,9.695,Frozen Foods,244.6144,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,29.085,0.081,52.5,81.666
FDK09,,Snack Foods,227.5352,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
